service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
60.4@2,0,0,0,0,0,1,0,20170331,20170630
608@1,1,1,1,1,1,0,0,20170331,20170630
A24@1,1,1,1,1,1,0,0,20170331,20170630
B251@1,1,1,1,1,1,0,0,20170331,20170630
40.51@3,0,0,0,0,0,0,1,20170331,20170630
4291@1,1,1,1,1,1,0,0,20170331,20170630
610@3,0,0,0,0,0,0,1,20170331,20170630
D13@1,1,1,1,1,1,0,0,20170331,20170630
631@1,1,1,1,1,1,0,0,20170331,20170630
637@3,0,0,0,0,0,0,1,20170331,20170630
285@1,1,1,1,1,1,0,0,20170331,20170630
30.11@1,1,1,1,1,1,0,0,20170331,20170630
4292@1,1,1,1,1,1,0,0,20170331,20170630
4302@1,1,1,1,1,1,0,0,20170331,20170630
621@2,0,0,0,0,0,1,0,20170331,20170630
621@5,0,0,0,0,0,0,0,20170331,20170630
617@1,1,1,1,1,1,0,0,20170331,20170630
862@1,1,1,1,1,1,0,0,20170331,20170630
03.11@1,1,1,1,1,1,0,0,20170331,20170630
3442@5,0,0,0,0,0,0,0,20170331,20170630
470@1,1,1,1,1,1,0,0,20170331,20170630
671@2,0,0,0,0,0,1,0,20170331,20170630
3441@1,1,1,1,1,1,0,0,20170331,20170630
3491@5,0,0,0,0,0,0,0,20170331,20170630
B022@1,1,1,1,1,1,0,0,20170331,20170630
6651@1,1,1,1,1,1,0,0,20170331,20170630
821@1,1,1,1,1,1,0,0,20170331,20170630
7315@1,1,1,1,1,1,0,0,20170331,20170630
347@2,0,0,0,0,0,1,0,20170331,20170630
347@5,0,0,0,0,0,0,0,20170331,20170630
494@3,0,0,0,0,0,0,1,20170331,20170630
495@1,1,1,1,1,1,0,0,20170331,20170630
439@2,0,0,0,0,0,1,0,20170331,20170630
439@5,0,0,0,0,0,0,0,20170331,20170630
353@1,1,1,1,1,1,0,0,20170331,20170630
361@5,0,0,0,0,0,0,0,20170331,20170630
B55@3,0,0,0,0,0,0,1,20170331,20170630
7041@3,0,0,0,0,0,0,1,20170331,20170630
398@2,0,0,0,0,0,1,0,20170331,20170630
398@5,0,0,0,0,0,0,0,20170331,20170630
4972@1,1,1,1,1,1,0,0,20170331,20170630
50.1@3,0,0,0,0,0,0,1,20170331,20170630
3491@3,0,0,0,0,0,0,1,20170331,20170630
353@3,0,0,0,0,0,0,1,20170331,20170630
T8@2,0,0,0,0,0,1,0,20170331,20170630
T8@5,0,0,0,0,0,0,0,20170331,20170630
A33@1,1,1,1,1,1,0,0,20170331,20170630
650@3,0,0,0,0,0,0,1,20170331,20170630
C2@2,0,0,0,0,0,1,0,20170331,20170630
C2@5,0,0,0,0,0,0,0,20170331,20170630
429@3,0,0,0,0,0,0,1,20170331,20170630
4932@1,1,1,1,1,1,0,0,20170331,20170630
2741@3,0,0,0,0,0,0,1,20170331,20170630
A741@1,1,1,1,1,1,0,0,20170331,20170630
2801@3,0,0,0,0,0,0,1,20170331,20170630
2812@1,1,1,1,1,1,0,0,20170331,20170630
M76@2,0,0,0,0,0,1,0,20170331,20170630
M76@5,0,0,0,0,0,0,0,20170331,20170630
288@1,1,1,1,1,1,0,0,20170331,20170630
03.1@1,1,1,1,1,1,0,0,20170331,20170630
A97@3,0,0,0,0,0,0,1,20170331,20170630
492@2,0,0,0,0,0,1,0,20170331,20170630
497@1,1,1,1,1,1,0,0,20170331,20170630
50.3@1,1,1,1,1,1,0,0,20170331,20170630
2101@3,0,0,0,0,0,0,1,20170331,20170630
211@2,0,0,0,0,0,1,0,20170331,20170630
361@3,0,0,0,0,0,0,1,20170331,20170630
A94@1,1,1,1,1,1,0,0,20170331,20170630
60.4@5,0,0,0,0,0,0,0,20170331,20170630
60.5@1,1,1,1,1,1,0,0,20170331,20170630
A943@1,1,1,1,1,1,0,0,20170331,20170630
3951@1,1,1,1,1,1,0,0,20170331,20170630
R41@2,0,0,0,0,0,1,0,20170331,20170630
4951@3,0,0,0,0,0,0,1,20170331,20170630
611@5,0,0,0,0,0,0,0,20170331,20170630
614@3,0,0,0,0,0,0,1,20170331,20170630
50.31@1,1,1,1,1,1,0,0,20170331,20170630
60.5@3,0,0,0,0,0,0,1,20170331,20170630
M98@2,0,0,0,0,0,1,0,20170331,20170630
M98@5,0,0,0,0,0,0,0,20170331,20170630
611@1,1,1,1,1,1,0,0,20170331,20170630
TR61@2,0,0,0,0,0,1,0,20170331,20170630
2681@1,1,1,1,1,1,0,0,20170331,20170630
340@1,1,1,1,1,1,0,0,20170331,20170630
283@3,0,0,0,0,0,0,1,20170331,20170630
3442@1,1,1,1,1,1,0,0,20170331,20170630
615@3,0,0,0,0,0,0,1,20170331,20170630
T13@1,1,1,1,1,1,0,0,20170331,20170630
614@2,0,0,0,0,0,1,0,20170331,20170630
614@5,0,0,0,0,0,0,0,20170331,20170630
M31@2,0,0,0,0,0,1,0,20170331,20170630
M31@5,0,0,0,0,0,0,0,20170331,20170630
620@3,0,0,0,0,0,0,1,20170331,20170630
520@1,1,1,1,1,1,0,0,20170331,20170630
50.6@2,0,0,0,0,0,1,0,20170331,20170630
60.6@2,0,0,0,0,0,1,0,20170331,20170630
30.1@3,0,0,0,0,0,0,1,20170331,20170630
30.21@1,1,1,1,1,1,0,0,20170331,20170630
3982@1,1,1,1,1,1,0,0,20170331,20170630
3984@1,1,1,1,1,1,0,0,20170331,20170630
211@5,0,0,0,0,0,0,0,20170331,20170630
A11@3,0,0,0,0,0,0,1,20170331,20170630
7312@3,0,0,0,0,0,0,1,20170331,20170630
632@3,0,0,0,0,0,0,1,20170331,20170630
347@1,1,1,1,1,1,0,0,20170331,20170630
A360@3,0,0,0,0,0,0,1,20170331,20170630
633@3,0,0,0,0,0,0,1,20170331,20170630
M52@3,0,0,0,0,0,0,1,20170331,20170630
B252@1,1,1,1,1,1,0,0,20170331,20170630
7271@1,1,1,1,1,1,0,0,20170331,20170630
A321@5,0,0,0,0,0,0,0,20170331,20170630
398@3,0,0,0,0,0,0,1,20170331,20170630
C11@2,0,0,0,0,0,1,0,20170331,20170630
861@1,1,1,1,1,1,0,0,20170331,20170630
665@1,1,1,1,1,1,0,0,20170331,20170630
R3@1,1,1,1,1,1,0,0,20170331,20170630
A17@3,0,0,0,0,0,0,1,20170331,20170630
702@3,0,0,0,0,0,0,1,20170331,20170630
C31@2,0,0,0,0,0,1,0,20170331,20170630
361@2,0,0,0,0,0,1,0,20170331,20170630
3762@1,1,1,1,1,1,0,0,20170331,20170630
3981@1,1,1,1,1,1,0,0,20170331,20170630
M98@1,1,1,1,1,1,0,0,20170331,20170630
631@2,0,0,0,0,0,1,0,20170331,20170630
632@1,1,1,1,1,1,0,0,20170331,20170630
652@5,0,0,0,0,0,0,0,20170331,20170630
A53@1,1,1,1,1,1,0,0,20170331,20170630
60.6@5,0,0,0,0,0,0,0,20170331,20170630
60.21@2,0,0,0,0,0,1,0,20170331,20170630
633@2,0,0,0,0,0,1,0,20170331,20170630
633@5,0,0,0,0,0,0,0,20170331,20170630
60.21@5,0,0,0,0,0,0,0,20170331,20170630
613@2,0,0,0,0,0,1,0,20170331,20170630
3984@3,0,0,0,0,0,0,1,20170331,20170630
40.4@2,0,0,0,0,0,1,0,20170331,20170630
40.2@1,1,1,1,1,1,0,0,20170331,20170630
40.5@3,0,0,0,0,0,0,1,20170331,20170630
B51@3,0,0,0,0,0,0,1,20170331,20170630
659@1,1,1,1,1,1,0,0,20170331,20170630
C31@5,0,0,0,0,0,0,0,20170331,20170630
429@2,0,0,0,0,0,1,0,20170331,20170630
429@5,0,0,0,0,0,0,0,20170331,20170630
30.3@1,1,1,1,1,1,0,0,20170331,20170630
30.31@2,0,0,0,0,0,1,0,20170331,20170630
2531@5,0,0,0,0,0,0,0,20170331,20170630
257@2,0,0,0,0,0,1,0,20170331,20170630
476@2,0,0,0,0,0,1,0,20170331,20170630
476@5,0,0,0,0,0,0,0,20170331,20170630
257@5,0,0,0,0,0,0,0,20170331,20170630
260@1,1,1,1,1,1,0,0,20170331,20170630
A97@1,1,1,1,1,1,0,0,20170331,20170630
491@2,0,0,0,0,0,1,0,20170331,20170630
6331@1,1,1,1,1,1,0,0,20170331,20170630
637@5,0,0,0,0,0,0,0,20170331,20170630
476@1,1,1,1,1,1,0,0,20170331,20170630
4934@3,0,0,0,0,0,0,1,20170331,20170630
613@5,0,0,0,0,0,0,0,20170331,20170630
621@1,1,1,1,1,1,0,0,20170331,20170630
M52@1,1,1,1,1,1,0,0,20170331,20170630
7611@1,1,1,1,1,1,0,0,20170331,20170630
491@3,0,0,0,0,0,0,1,20170331,20170630
4952@1,1,1,1,1,1,0,0,20170331,20170630
821@2,0,0,0,0,0,1,0,20170331,20170630
D731@1,1,1,1,1,1,0,0,20170331,20170630
491@5,0,0,0,0,0,0,0,20170331,20170630
525@3,0,0,0,0,0,0,1,20170331,20170630
M30.2@2,0,0,0,0,0,1,0,20170331,20170630
343@3,0,0,0,0,0,0,1,20170331,20170630
A621@1,1,1,1,1,1,0,0,20170331,20170630
6712@3,0,0,0,0,0,0,1,20170331,20170630
345@3,0,0,0,0,0,0,1,20170331,20170630
3491@2,0,0,0,0,0,1,0,20170331,20170630
703@2,0,0,0,0,0,1,0,20170331,20170630
703@5,0,0,0,0,0,0,0,20170331,20170630
6531@3,0,0,0,0,0,0,1,20170331,20170630
762@1,1,1,1,1,1,0,0,20170331,20170630
353@2,0,0,0,0,0,1,0,20170331,20170630
353@5,0,0,0,0,0,0,0,20170331,20170630
704@1,1,1,1,1,1,0,0,20170331,20170630
D18@1,1,1,1,1,1,0,0,20170331,20170630
361@1,1,1,1,1,1,0,0,20170331,20170630
397@5,0,0,0,0,0,0,0,20170331,20170630
T7@2,0,0,0,0,0,1,0,20170331,20170630
T7@5,0,0,0,0,0,0,0,20170331,20170630
C4@3,0,0,0,0,0,0,1,20170331,20170630
C1@1,1,1,1,1,1,0,0,20170331,20170630
6712@5,0,0,0,0,0,0,0,20170331,20170630
703@1,1,1,1,1,1,0,0,20170331,20170630
610@1,1,1,1,1,1,0,0,20170331,20170630
611@2,0,0,0,0,0,1,0,20170331,20170630
705@1,1,1,1,1,1,0,0,20170331,20170630
A953@3,0,0,0,0,0,0,1,20170331,20170630
263@1,1,1,1,1,1,0,0,20170331,20170630
A87@5,0,0,0,0,0,0,0,20170331,20170630
TR61@1,1,1,1,1,1,0,0,20170331,20170630
5202@1,1,1,1,1,1,0,0,20170331,20170630
50.61@2,0,0,0,0,0,1,0,20170331,20170630
T7@1,1,1,1,1,1,0,0,20170331,20170630
D73@1,1,1,1,1,1,0,0,20170331,20170630
7311@1,1,1,1,1,1,0,0,20170331,20170630
B55@5,0,0,0,0,0,0,0,20170331,20170630
702@2,0,0,0,0,0,1,0,20170331,20170630
6321@1,1,1,1,1,1,0,0,20170331,20170630
6332@2,0,0,0,0,0,1,0,20170331,20170630
7041@1,1,1,1,1,1,0,0,20170331,20170630
715@3,0,0,0,0,0,0,1,20170331,20170630
654@3,0,0,0,0,0,0,1,20170331,20170630
6562@1,1,1,1,1,1,0,0,20170331,20170630
659@3,0,0,0,0,0,0,1,20170331,20170630
A62@3,0,0,0,0,0,0,1,20170331,20170630
A98@2,0,0,0,0,0,1,0,20170331,20170630
40.41@2,0,0,0,0,0,1,0,20170331,20170630
2685@2,0,0,0,0,0,1,0,20170331,20170630
2685@5,0,0,0,0,0,0,0,20170331,20170630
40.41@5,0,0,0,0,0,0,0,20170331,20170630
T8@3,0,0,0,0,0,0,1,20170331,20170630
661@2,0,0,0,0,0,1,0,20170331,20170630
661@5,0,0,0,0,0,0,0,20170331,20170630
761@2,0,0,0,0,0,1,0,20170331,20170630
715@5,0,0,0,0,0,0,0,20170331,20170630
A993@2,0,0,0,0,0,1,0,20170331,20170630
3984@2,0,0,0,0,0,1,0,20170331,20170630
M76@3,0,0,0,0,0,0,1,20170331,20170630
493@1,1,1,1,1,1,0,0,20170331,20170630
B56@2,0,0,0,0,0,1,0,20170331,20170630
B091@1,1,1,1,1,1,0,0,20170331,20170630
3984@5,0,0,0,0,0,0,0,20170331,20170630
40.5@1,1,1,1,1,1,0,0,20170331,20170630
60.1@3,0,0,0,0,0,0,1,20170331,20170630
60.2@3,0,0,0,0,0,0,1,20170331,20170630
M60.5@1,1,1,1,1,1,0,0,20170331,20170630
608@2,0,0,0,0,0,1,0,20170331,20170630
608@5,0,0,0,0,0,0,0,20170331,20170630
610@2,0,0,0,0,0,1,0,20170331,20170630
40.51@1,1,1,1,1,1,0,0,20170331,20170630
4302@3,0,0,0,0,0,0,1,20170331,20170630
436@3,0,0,0,0,0,0,1,20170331,20170630
4934@5,0,0,0,0,0,0,0,20170331,20170630
2671@3,0,0,0,0,0,0,1,20170331,20170630
1112@1,1,1,1,1,1,0,0,20170331,20170630
718@2,0,0,0,0,0,1,0,20170331,20170630
718@5,0,0,0,0,0,0,0,20170331,20170630
613@3,0,0,0,0,0,0,1,20170331,20170630
520@5,0,0,0,0,0,0,0,20170331,20170630
A876@1,1,1,1,1,1,0,0,20170331,20170630
2741@2,0,0,0,0,0,1,0,20170331,20170630
A97@2,0,0,0,0,0,1,0,20170331,20170630
A97@5,0,0,0,0,0,0,0,20170331,20170630
491@1,1,1,1,1,1,0,0,20170331,20170630
496@1,1,1,1,1,1,0,0,20170331,20170630
2741@5,0,0,0,0,0,0,0,20170331,20170630
288@3,0,0,0,0,0,0,1,20170331,20170630
03.1@2,0,0,0,0,0,1,0,20170331,20170630
03.1@5,0,0,0,0,0,0,0,20170331,20170630
756@2,0,0,0,0,0,1,0,20170331,20170630
B56@1,1,1,1,1,1,0,0,20170331,20170630
A971@1,1,1,1,1,1,0,0,20170331,20170630
4943@1,1,1,1,1,1,0,0,20170331,20170630
D73@2,0,0,0,0,0,1,0,20170331,20170630
627@2,0,0,0,0,0,1,0,20170331,20170630
627@5,0,0,0,0,0,0,0,20170331,20170630
727@2,0,0,0,0,0,1,0,20170331,20170630
827@1,1,1,1,1,1,0,0,20170331,20170630
6612@1,1,1,1,1,1,0,0,20170331,20170630
30.1@1,1,1,1,1,1,0,0,20170331,20170630
T12@1,1,1,1,1,1,0,0,20170331,20170630
610@5,0,0,0,0,0,0,0,20170331,20170630
6204@2,0,0,0,0,0,1,0,20170331,20170630
B25@3,0,0,0,0,0,0,1,20170331,20170630
M21@1,1,1,1,1,1,0,0,20170331,20170630
654@1,1,1,1,1,1,0,0,20170331,20170630
656@3,0,0,0,0,0,0,1,20170331,20170630
B09@1,1,1,1,1,1,0,0,20170331,20170630
A952@3,0,0,0,0,0,0,1,20170331,20170630
A62@2,0,0,0,0,0,1,0,20170331,20170630
A62@5,0,0,0,0,0,0,0,20170331,20170630
340@2,0,0,0,0,0,1,0,20170331,20170630
340@5,0,0,0,0,0,0,0,20170331,20170630
652@1,1,1,1,1,1,0,0,20170331,20170630
659@2,0,0,0,0,0,1,0,20170331,20170630
345@1,1,1,1,1,1,0,0,20170331,20170630
349@1,1,1,1,1,1,0,0,20170331,20170630
497@2,0,0,0,0,0,1,0,20170331,20170630
4971@2,0,0,0,0,0,1,0,20170331,20170630
50.61@1,1,1,1,1,1,0,0,20170331,20170630
50.81@1,1,1,1,1,1,0,0,20170331,20170630
7621@1,1,1,1,1,1,0,0,20170331,20170630
661@1,1,1,1,1,1,0,0,20170331,20170630
7612@2,0,0,0,0,0,1,0,20170331,20170630
B02@1,1,1,1,1,1,0,0,20170331,20170630
LI.1@1,1,1,1,1,1,0,0,20170331,20170630
A360@2,0,0,0,0,0,1,0,20170331,20170630
394@5,0,0,0,0,0,0,0,20170331,20170630
659@5,0,0,0,0,0,0,0,20170331,20170630
B55@2,0,0,0,0,0,1,0,20170331,20170630
756@1,1,1,1,1,1,0,0,20170331,20170630
B09@2,0,0,0,0,0,1,0,20170331,20170630
8612@2,0,0,0,0,0,1,0,20170331,20170630
761@1,1,1,1,1,1,0,0,20170331,20170630
B09@5,0,0,0,0,0,0,0,20170331,20170630
A952@2,0,0,0,0,0,1,0,20170331,20170630
397@1,1,1,1,1,1,0,0,20170331,20170630
A98@3,0,0,0,0,0,0,1,20170331,20170630
701@1,1,1,1,1,1,0,0,20170331,20170630
715@1,1,1,1,1,1,0,0,20170331,20170630
40.41@3,0,0,0,0,0,0,1,20170331,20170630
4302@2,0,0,0,0,0,1,0,20170331,20170630
4302@5,0,0,0,0,0,0,0,20170331,20170630
436@2,0,0,0,0,0,1,0,20170331,20170630
525@2,0,0,0,0,0,1,0,20170331,20170630
525@5,0,0,0,0,0,0,0,20170331,20170630
439@3,0,0,0,0,0,0,1,20170331,20170630
M76@1,1,1,1,1,1,0,0,20170331,20170630
R41@1,1,1,1,1,1,0,0,20170331,20170630
4951@5,0,0,0,0,0,0,0,20170331,20170630
T7@3,0,0,0,0,0,0,1,20170331,20170630
60.2@5,0,0,0,0,0,0,0,20170331,20170630
A952@5,0,0,0,0,0,0,0,20170331,20170630
4971@1,1,1,1,1,1,0,0,20170331,20170630
60.21@1,1,1,1,1,1,0,0,20170331,20170630
718@1,1,1,1,1,1,0,0,20170331,20170630
605@5,0,0,0,0,0,0,0,20170331,20170630
613@1,1,1,1,1,1,0,0,20170331,20170630
60.5@2,0,0,0,0,0,1,0,20170331,20170630
611@3,0,0,0,0,0,0,1,20170331,20170630
615@2,0,0,0,0,0,1,0,20170331,20170630
615@5,0,0,0,0,0,0,0,20170331,20170630
615@1,1,1,1,1,1,0,0,20170331,20170630
721@1,1,1,1,1,1,0,0,20170331,20170630
721@2,0,0,0,0,0,1,0,20170331,20170630
627@3,0,0,0,0,0,0,1,20170331,20170630
831@1,1,1,1,1,1,0,0,20170331,20170630
7312@5,0,0,0,0,0,0,0,20170331,20170630
6315@1,1,1,1,1,1,0,0,20170331,20170630
632@5,0,0,0,0,0,0,0,20170331,20170630
6612@3,0,0,0,0,0,0,1,20170331,20170630
653@1,1,1,1,1,1,0,0,20170331,20170630
M52@5,0,0,0,0,0,0,0,20170331,20170630
B511@1,1,1,1,1,1,0,0,20170331,20170630
656@2,0,0,0,0,0,1,0,20170331,20170630
7612@1,1,1,1,1,1,0,0,20170331,20170630
762@2,0,0,0,0,0,1,0,20170331,20170630
861@2,0,0,0,0,0,1,0,20170331,20170630
B02@5,0,0,0,0,0,0,0,20170331,20170630
855@1,1,1,1,1,1,0,0,20170331,20170630
703@3,0,0,0,0,0,0,1,20170331,20170630
701@2,0,0,0,0,0,1,0,20170331,20170630
T4@2,0,0,0,0,0,1,0,20170331,20170630
T6@2,0,0,0,0,0,1,0,20170331,20170630
T6@5,0,0,0,0,0,0,0,20170331,20170630
A141@3,0,0,0,0,0,0,1,20170331,20170630
149@2,0,0,0,0,0,1,0,20170331,20170630
171@3,0,0,0,0,0,0,1,20170331,20170630
173@1,1,1,1,1,1,0,0,20170331,20170630
177@2,0,0,0,0,0,1,0,20170331,20170630
177@5,0,0,0,0,0,0,0,20170331,20170630
M79@2,0,0,0,0,0,1,0,20170331,20170630
M79@5,0,0,0,0,0,0,0,20170331,20170630
184@1,1,1,1,1,1,0,0,20170331,20170630
1871@1,1,1,1,1,1,0,0,20170331,20170630
02.1@1,1,1,1,1,1,0,0,20170331,20170630
20.6@2,0,0,0,0,0,1,0,20170331,20170630
20.6@5,0,0,0,0,0,0,0,20170331,20170630
02.11@1,1,1,1,1,1,0,0,20170331,20170630
R101@5,0,0,0,0,0,0,0,20170331,20170630
A18@1,1,1,1,1,1,0,0,20170331,20170630
M10@1,1,1,1,1,1,0,0,20170331,20170630
A13@1,1,1,1,1,1,0,0,20170331,20170630
2563@1,1,1,1,1,1,0,0,20170331,20170630
270@1,1,1,1,1,1,0,0,20170331,20170630
271@1,1,1,1,1,1,0,0,20170331,20170630
265@1,1,1,1,1,1,0,0,20170331,20170630
2633@1,1,1,1,1,1,0,0,20170331,20170630
264@3,0,0,0,0,0,0,1,20170331,20170630
A87@2,0,0,0,0,0,1,0,20170331,20170630
M68@1,1,1,1,1,1,0,0,20170331,20170630
269@1,1,1,1,1,1,0,0,20170331,20170630
2731@3,0,0,0,0,0,0,1,20170331,20170630
2814@5,0,0,0,0,0,0,0,20170331,20170630
2813@5,0,0,0,0,0,0,0,20170331,20170630
A862@1,1,1,1,1,1,0,0,20170331,20170630
F03@2,0,0,0,0,0,1,0,20170331,20170630
03.3@1,1,1,1,1,1,0,0,20170331,20170630
346@3,0,0,0,0,0,0,1,20170331,20170630
375@2,0,0,0,0,0,1,0,20170331,20170630
375@5,0,0,0,0,0,0,0,20170331,20170630
376@2,0,0,0,0,0,1,0,20170331,20170630
376@5,0,0,0,0,0,0,0,20170331,20170630
394@2,0,0,0,0,0,1,0,20170331,20170630
3973@1,1,1,1,1,1,0,0,20170331,20170630
3974@1,1,1,1,1,1,0,0,20170331,20170630
R32@1,1,1,1,1,1,0,0,20170331,20170630
4292@2,0,0,0,0,0,1,0,20170331,20170630
431@1,1,1,1,1,1,0,0,20170331,20170630
470@3,0,0,0,0,0,0,1,20170331,20170630
4381@2,0,0,0,0,0,1,0,20170331,20170630
4381@5,0,0,0,0,0,0,0,20170331,20170630
441@1,1,1,1,1,1,0,0,20170331,20170630
494@2,0,0,0,0,0,1,0,20170331,20170630
494@5,0,0,0,0,0,0,0,20170331,20170630
05.1@2,0,0,0,0,0,1,0,20170331,20170630
50.1@2,0,0,0,0,0,1,0,20170331,20170630
50.1@5,0,0,0,0,0,0,0,20170331,20170630
50.8@1,1,1,1,1,1,0,0,20170331,20170630
60.4@3,0,0,0,0,0,0,1,20170331,20170630
605@2,0,0,0,0,0,1,0,20170331,20170630
6172@2,0,0,0,0,0,1,0,20170331,20170630
631@5,0,0,0,0,0,0,0,20170331,20170630
637@2,0,0,0,0,0,1,0,20170331,20170630
650@1,1,1,1,1,1,0,0,20170331,20170630
617@2,0,0,0,0,0,1,0,20170331,20170630
6531@1,1,1,1,1,1,0,0,20170331,20170630
662@1,1,1,1,1,1,0,0,20170331,20170630
262@5,0,0,0,0,0,0,0,20170331,20170630
2631@3,0,0,0,0,0,0,1,20170331,20170630
165@3,0,0,0,0,0,0,1,20170331,20170630
286@3,0,0,0,0,0,0,1,20170331,20170630
272@1,1,1,1,1,1,0,0,20170331,20170630
A871@1,1,1,1,1,1,0,0,20170331,20170630
A874@1,1,1,1,1,1,0,0,20170331,20170630
274@3,0,0,0,0,0,0,1,20170331,20170630
2802@1,1,1,1,1,1,0,0,20170331,20170630
283@5,0,0,0,0,0,0,0,20170331,20170630
30.2@1,1,1,1,1,1,0,0,20170331,20170630
344@2,0,0,0,0,0,1,0,20170331,20170630
344@5,0,0,0,0,0,0,0,20170331,20170630
3441@2,0,0,0,0,0,1,0,20170331,20170630
3441@5,0,0,0,0,0,0,0,20170331,20170630
3442@2,0,0,0,0,0,1,0,20170331,20170630
3954@1,1,1,1,1,1,0,0,20170331,20170630
3983@1,1,1,1,1,1,0,0,20170331,20170630
430@3,0,0,0,0,0,0,1,20170331,20170630
433@2,0,0,0,0,0,1,0,20170331,20170630
433@5,0,0,0,0,0,0,0,20170331,20170630
473@1,1,1,1,1,1,0,0,20170331,20170630
4931@1,1,1,1,1,1,0,0,20170331,20170630
4933@5,0,0,0,0,0,0,0,20170331,20170630
A973@1,1,1,1,1,1,0,0,20170331,20170630
4941@1,1,1,1,1,1,0,0,20170331,20170630
60.1@2,0,0,0,0,0,1,0,20170331,20170630
60.1@5,0,0,0,0,0,0,0,20170331,20170630
614@1,1,1,1,1,1,0,0,20170331,20170630
620@2,0,0,0,0,0,1,0,20170331,20170630
620@5,0,0,0,0,0,0,0,20170331,20170630
D72@1,1,1,1,1,1,0,0,20170331,20170630
624@3,0,0,0,0,0,0,1,20170331,20170630
B25@1,1,1,1,1,1,0,0,20170331,20170630
M21@3,0,0,0,0,0,0,1,20170331,20170630
M31@3,0,0,0,0,0,0,1,20170331,20170630
633@1,1,1,1,1,1,0,0,20170331,20170630
652@2,0,0,0,0,0,1,0,20170331,20170630
B51@2,0,0,0,0,0,1,0,20170331,20170630
B51@5,0,0,0,0,0,0,0,20170331,20170630
702@5,0,0,0,0,0,0,0,20170331,20170630
7561@1,1,1,1,1,1,0,0,20170331,20170630
862@2,0,0,0,0,0,1,0,20170331,20170630
665@2,0,0,0,0,0,1,0,20170331,20170630
B55@1,1,1,1,1,1,0,0,20170331,20170630
704@2,0,0,0,0,0,1,0,20170331,20170630
704@5,0,0,0,0,0,0,0,20170331,20170630
7041@2,0,0,0,0,0,1,0,20170331,20170630
7041@5,0,0,0,0,0,0,0,20170331,20170630
815@1,1,1,1,1,1,0,0,20170331,20170630
A953@2,0,0,0,0,0,1,0,20170331,20170630
A953@5,0,0,0,0,0,0,0,20170331,20170630
C2@1,1,1,1,1,1,0,0,20170331,20170630
C4@1,1,1,1,1,1,0,0,20170331,20170630
10.5@1,1,1,1,1,1,0,0,20170331,20170630
10.52@2,0,0,0,0,0,1,0,20170331,20170630
10.52@5,0,0,0,0,0,0,0,20170331,20170630
T6@3,0,0,0,0,0,0,1,20170331,20170630
T9@2,0,0,0,0,0,1,0,20170331,20170630
T9@5,0,0,0,0,0,0,0,20170331,20170630
A14@2,0,0,0,0,0,1,0,20170331,20170630
A14@5,0,0,0,0,0,0,0,20170331,20170630
M79@1,1,1,1,1,1,0,0,20170331,20170630
2821@2,0,0,0,0,0,1,0,20170331,20170630
2821@5,0,0,0,0,0,0,0,20170331,20170630
186@1,1,1,1,1,1,0,0,20170331,20170630
187@3,0,0,0,0,0,0,1,20170331,20170630
20.1@1,1,1,1,1,1,0,0,20170331,20170630
2561@2,0,0,0,0,0,1,0,20170331,20170630
2562@2,0,0,0,0,0,1,0,20170331,20170630
2562@5,0,0,0,0,0,0,0,20170331,20170630
257@3,0,0,0,0,0,0,1,20170331,20170630
250@3,0,0,0,0,0,0,1,20170331,20170630
253@2,0,0,0,0,0,1,0,20170331,20170630
2601@1,1,1,1,1,1,0,0,20170331,20170630
A67@1,1,1,1,1,1,0,0,20170331,20170630
A691@1,1,1,1,1,1,0,0,20170331,20170630
268@3,0,0,0,0,0,0,1,20170331,20170630
2733@3,0,0,0,0,0,0,1,20170331,20170630
283@2,0,0,0,0,0,1,0,20170331,20170630
A88@1,1,1,1,1,1,0,0,20170331,20170630
A16@1,1,1,1,1,1,0,0,20170331,20170630
3442@3,0,0,0,0,0,0,1,20170331,20170630
346@1,1,1,1,1,1,0,0,20170331,20170630
A348@5,0,0,0,0,0,0,0,20170331,20170630
3941@2,0,0,0,0,0,1,0,20170331,20170630
3941@5,0,0,0,0,0,0,0,20170331,20170630
397@2,0,0,0,0,0,1,0,20170331,20170630
3972@1,1,1,1,1,1,0,0,20170331,20170630
R321@1,1,1,1,1,1,0,0,20170331,20170630
A98@5,0,0,0,0,0,0,0,20170331,20170630
40.5@2,0,0,0,0,0,1,0,20170331,20170630
40.5@5,0,0,0,0,0,0,0,20170331,20170630
40.51@2,0,0,0,0,0,1,0,20170331,20170630
40.51@5,0,0,0,0,0,0,0,20170331,20170630
671@1,1,1,1,1,1,0,0,20170331,20170630
439@1,1,1,1,1,1,0,0,20170331,20170630
476@3,0,0,0,0,0,0,1,20170331,20170630
490@2,0,0,0,0,0,1,0,20170331,20170630
4921@1,1,1,1,1,1,0,0,20170331,20170630
50.11@2,0,0,0,0,0,1,0,20170331,20170630
50.6@1,1,1,1,1,1,0,0,20170331,20170630
60.21@3,0,0,0,0,0,0,1,20170331,20170630
M60.5@2,0,0,0,0,0,1,0,20170331,20170630
M60.5@5,0,0,0,0,0,0,0,20170331,20170630
6171@2,0,0,0,0,0,1,0,20170331,20170630
627@1,1,1,1,1,1,0,0,20170331,20170630
M21@2,0,0,0,0,0,1,0,20170331,20170630
M21@5,0,0,0,0,0,0,0,20170331,20170630
